,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,em,RA,B-TS2,W1mag,DEC,BeC1,Type,objtype,BeC,class,EM2,ID,W2mag,Be_EM2,BeC2,SpT,Ref,B-TS1,GroupSize,EM1,GroupID,EMobj,obsid,subclass,PStar,B-TS
3261797,18.87,15.81,13.01,10.65,12.2,7.26,6.048,5.598,0,53.512442,0,5.371,58.938594,0,Star,Star,0,STAR,0,,5.296,0,0,gM6,LAMOSTdr6,0,,0,,0.0,2.64403161E8,gM6,1.0,0
3261799,19.52,16.23,13.9,11.53,13.05,8.221,7.0,6.573,0,57.007324,0,6.336,59.357407,0,Star,Star,0,STAR,0,,6.358,0,0,gM6,LAMOSTdr6,0,,0,,0.0,2.64409225E8,gM6,1.0,0
3261801,16.24,13.39,11.41,10.44,10.72,5.968,4.813,4.339,0,311.542626,0,4.174,44.179256,0,Star,Star,0,STAR,0,,4.084,0,0,gM6,LAMOSTdr6,0,,0,,0.0,2.60713197E8,gM6,1.0,0
3261803,18.16,15.48,13.54,11.34,12.66,7.687,6.52,6.101,0,296.5470461,0,5.762,28.6298547,0,Star,Star,0,STAR,0,,5.909,0,0,gM6,LAMOSTdr6,0,,0,,0.0,4.69013079E8,gM6,1.0,0
3261805,17.21,14.84,13.14,11.23,12.25,8.121,7.162,6.796,0,295.137463,0,6.669,13.350084,0,Star,Star,0,STAR,0,,6.776,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.80410013E8,gM6,1.0,0
3261807,18.25,15.65,13.73,11.35,12.85,8.06,7.01,6.632,0,294.9827328,0,6.537,13.0981131,0,Star,Star,0,STAR,0,,6.585,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.80410107E8,gM6,1.0,0
3261808,18.4,15.3,13.19,11.02,12.33,7.859,6.726,6.297,0,305.3859311,0,6.097,45.0841844,0,Star,Star,0,STAR,0,,6.168,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.81006074E8,gM6,1.0,0
3261809,17.45,14.76,13.21,10.95,12.36,8.181,7.135,6.757,0,286.2514889,0,6.61,17.0276383,0,Star,Star,0,STAR,0,,6.691,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.7961317E8,gM6,1.0,0
3261810,18.25,15.42,13.37,11.24,12.49,8.11,7.103,6.672,0,300.6662136,0,6.486,23.0001347,0,Star,Star,0,STAR,0,,6.678,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.77014097E8,gM6,1.0,0
3261811,17.85,15.68,13.79,11.27,12.89,8.094,7.079,6.666,0,94.0101125,0,6.598,25.6419592,0,Star,Star,0,STAR,0,,6.44,0,0,gM6,LAMOSTdr6,0,,0,,0.0,6.48604062E8,gM6,1.0,0
3261814,17.67,15.37,13.31,10.8,12.42,7.78,6.675,6.286,0,67.4765117,0,6.133,41.6090878,0,Star,Star,0,STAR,0,,5.904,0,0,gM6,LAMOSTdr6,0,,0,,0.0,6.03003102E8,gM6,1.0,0
3261816,18.06,15.07,12.78,10.64,11.88,7.33,6.215,5.784,0,279.16211,0,5.619,3.387398,0,Star,Star,0,STAR,0,,5.647,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.83714013E8,gM6,1.0,0
3261817,19.39,15.41,13.3,11.24,12.49,8.216,7.075,6.63,0,305.1550161,0,6.424,45.2937703,0,Star,Star,0,STAR,0,,6.49,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.81013064E8,gM6,1.0,0
3261818,20.49,17.45,14.74,12.04,13.87,8.216,6.883,6.33,0,312.735474,0,6.05,42.694098,0,Star,Star,0,STAR,0,,6.08,0,0,gM6,LAMOSTdr6,0,,0,,0.0,5.87905235E8,gM6,1.0,0
3261820,19.0,17.08,14.73,11.85,13.85,8.456,7.391,6.934,0,89.766624,0,6.797,30.151361,0,star,star,0,STAR,0,,6.77,0,0,gM7,LAMOSTdr6,0,2,0,77798,0.0,3209109.0,G2,1.0,0
3261822,19.04,16.62,14.3,11.71,13.38,8.427,7.36,6.908,0,79.165546,0,6.719,32.482851,0,star,star,0,STAR,0,,6.851,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.8703019E7,gM7,1.0,0
3261823,19.24,16.66,14.81,11.89,13.85,8.112,6.91,6.434,0,83.765563,0,6.209,36.743387,0,star,star,0,STAR,0,,6.236,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.80515093E8,gM7,1.0,0
3261825,18.91,16.72,14.23,11.47,13.29,7.802,6.66,6.194,0,79.88959,0,6.136,38.272712,0,star,star,0,STAR,0,,6.028,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.13515197E8,gM7,1.0,0
3261826,19.2,16.99,14.46,11.83,13.49,8.361,7.316,6.891,0,78.867082,0,6.669,40.85049,0,star,star,0,STAR,0,,6.501,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.52803192E8,gM7,1.0,0
3261827,18.84,16.7,14.37,11.49,13.39,7.951,6.773,6.277,0,79.699227,0,6.09,42.720093,0,star,star,0,STAR,0,,6.019,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.52811098E8,gM7,1.0,0
3261828,20.25,18.2,15.74,12.6,14.74,8.445,7.213,6.724,0,90.878503,0,6.542,21.435153,0,star,star,0,STAR,0,,6.445,0,0,gM7,LAMOSTdr6,0,3,0,84481,0.0,1.71706109E8,gM7,1.0,0
3261830,19.63,16.99,14.66,11.83,13.76,8.186,6.989,6.488,0,79.781125,0,6.379,34.328193,0,star,star,0,STAR,0,,6.143,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.32414208E8,gM7,1.0,0
3261831,19.06,16.68,14.11,11.34,13.17,7.882,6.722,6.283,0,71.934428,0,6.201,42.586434,0,star,star,0,STAR,0,,5.982,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.95312192E8,gM7,1.0,0
3261833,20.38,17.82,15.28,12.39,14.37,8.729,7.481,6.958,0,86.134904,0,6.685,31.017296,0,star,star,0,STAR,0,,6.801,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.05108244E8,gM7,1.0,0
3261838,19.52,16.37,14.04,11.46,13.16,7.805,6.617,6.11,0,70.712212,0,6.028,43.892209,0,star,star,0,STAR,0,,5.796,0,0,gM7,LAMOSTdr6,0,2,0,91052,0.0,3.64106172E8,gM7,1.0,0
3261839,19.85,17.65,14.65,11.77,13.7,8.34,7.168,6.691,0,74.327198,0,6.426,39.980774,0,star,star,0,STAR,0,,6.327,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.62404006E8,gM7,1.0,0
3261840,21.15,17.97,15.08,12.25,14.19,8.512,7.178,6.564,0,92.573141,0,6.306,19.404908,0,star,star,0,STAR,0,,6.376,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.56516153E8,gM7,1.0,0
3261841,18.51,16.87,14.39,11.54,13.55,7.958,6.715,6.203,0,91.348077,0,6.017,21.740942,0,star,star,0,STAR,0,,5.835,0,0,gM7,LAMOSTdr6,0,3,0,98015,0.0,1.76402182E8,gM7,1.0,0
3261842,21.6,19.09,16.31,12.9,15.29,8.36,6.944,6.292,0,92.647028,0,6.01,19.317025,0,star,star,0,STAR,0,,5.883,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.56616164E8,gM7,1.0,0
3261846,21.74,18.19,15.28,12.41,14.35,8.703,7.367,6.803,0,65.254291,0,6.51,48.669704,0,star,star,0,STAR,0,,6.418,0,0,gM7,LAMOSTdr6,0,2,0,128017,0.0,4.70211186E8,gM7,1.0,0
3261847,20.05,17.17,14.21,11.11,13.32,7.043,5.678,5.042,0,86.207593,0,4.811,25.921725,0,star,star,0,STAR,0,,4.629,0,0,gM7,LAMOSTdr6,0,,0,,0.0,9.1506248E7,gM7,1.0,0
3261848,17.43,15.03,13.07,11.2,12.21,7.684,6.665,6.253,0,90.043898,0,6.162,28.058686,0,star,star,0,STAR,0,,6.004,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3108110.0,gM7,1.0,0
3261849,19.61,17.0,13.96,11.48,13.04,7.81,6.57,6.045,0,87.626131,0,5.877,28.330545,0,star,star,0,STAR,0,,5.63,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3110207.0,gM7,1.0,0
3261851,18.08,16.44,15.05,11.6,13.84,8.026,7.027,6.458,0,95.008032,0,6.055,24.316667,0,star,star,0,STAR,0,,5.494,0,0,gM7,LAMOSTdr6,0,3,0,86905,0.0,1.7651212E8,gM8,1.0,0
3261852,18.97,16.43,14.36,11.57,13.4,8.25,6.982,6.52,0,87.312473,0,6.354,22.597329,0,star,star,0,STAR,0,,6.19,0,0,gM7,LAMOSTdr6,0,2,0,58184,0.0,7.3101105E7,gM7,1.0,0
3261855,21.32,18.63,15.54,12.56,14.61,8.649,7.246,6.657,0,85.234591,0,6.36,23.12021,0,star,star,0,STAR,0,,6.423,0,0,gM7,LAMOSTdr6,0,2,0,60623,0.0,8.1407081E7,gM7,1.0,0
3261856,19.2,16.83,14.71,11.78,13.85,8.052,6.913,6.426,0,80.574953,0,6.296,41.322964,0,star,star,0,STAR,0,,6.035,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.52809022E8,gM7,1.0,0
3261857,20.07,17.68,14.78,11.5,13.88,7.765,6.533,6.02,0,76.64963,0,5.696,38.0884,0,star,star,0,STAR,0,,5.619,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.57007059E8,gM7,1.0,0
3261859,19.21,16.62,13.99,11.23,13.13,7.726,6.534,6.069,0,95.445422,0,5.895,15.199832,0,star,star,0,STAR,0,,5.819,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.6801003E8,gM7,1.0,0
3261860,19.28,17.47,14.94,12.08,13.98,8.351,7.199,6.703,0,84.270957,0,6.544,31.422126,0,star,star,0,STAR,0,,6.601,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.05103172E8,gM7,1.0,0
3261863,19.13,17.74,15.12,12.34,14.14,8.487,7.41,6.934,0,76.823134,0,6.747,36.094636,0,star,star,0,STAR,0,,6.694,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.16611112E8,gM7,1.0,0
3261864,18.47,15.65,13.4,11.25,12.59,8.478,7.36,6.936,0,80.024951,0,6.829,29.493406,0,star,star,0,STAR,0,,6.849,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.4514028E7,gM7,1.0,0
3261865,18.36,16.17,13.82,11.22,12.9,7.924,6.821,6.339,0,80.771243,0,6.203,27.197361,0,star,star,0,STAR,0,,6.271,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.5501158E7,gM7,1.0,0
3261866,18.9,15.99,13.21,11.07,12.3,7.235,5.939,5.439,0,84.280172,0,5.308,27.696059,0,star,star,0,STAR,0,,5.14,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.4507225E7,gM7,1.0,0
3261868,19.85,17.95,14.96,12.02,13.98,8.235,7.101,6.584,0,93.307109,0,6.423,23.676448,0,star,star,0,STAR,0,,6.383,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.76415106E8,gM7,1.0,0
3261871,18.33,15.94,13.99,11.51,13.05,8.345,7.258,6.79,0,94.085534,0,6.588,7.6397335,0,star,star,0,STAR,0,,6.405,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.0191208E8,gM7,1.0,0
3261873,20.91,17.8,14.87,12.29,13.99,8.714,7.362,6.772,0,92.897576,0,6.534,21.881402,0,star,star,0,STAR,0,,6.456,0,0,gM7,LAMOSTdr6,0,,0,,0.0,1.7640504E8,gM7,1.0,0
3261874,19.98,17.63,15.76,12.54,14.68,8.267,7.105,6.539,0,96.991997,0,6.269,10.472873,0,star,star,0,STAR,0,,6.147,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.19308173E8,gM7,1.0,0
3261875,19.22,16.44,14.45,11.61,13.53,7.948,6.67,6.159,0,81.984831,0,6.111,38.97812,0,star,star,0,STAR,0,,5.871,0,0,gM7,LAMOSTdr6,0,2,0,105690,0.0,1.75112012E8,gM7,1.0,0
3261876,19.06,16.8,15.2,11.98,14.15,7.576,6.42,5.953,0,95.224122,0,5.825,18.0522,0,star,star,0,STAR,0,,5.541,0,0,gM7,LAMOSTdr6,0,2,0,100023,0.0,2.5651308E8,gM7,1.0,0
3261877,19.07,16.41,14.14,11.62,13.22,8.219,7.069,6.616,0,92.866884,0,6.478,11.923409,0,star,star,0,STAR,0,,6.419,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.41101158E8,gM7,1.0,0
3261879,18.05,15.57,14.02,11.26,13.07,7.802,6.741,6.217,0,92.890938,0,6.018,14.904202,0,star,star,0,STAR,0,,5.942,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.4111505E8,gM7,1.0,0
3261880,19.18,16.35,14.32,11.63,13.42,8.002,6.797,6.321,0,324.2045633,0,6.131,53.3024103,0,Star,Star,0,STAR,0,,6.118,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.74704104E8,gM7,0.050000000745058,0
3261881,16.47,14.78,12.77,10.77,11.8,6.28,5.261,4.859,0,311.4870392,0,4.713,36.3036581,0,Star,Star,0,STAR,0,,4.568,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.73014061E8,gM7,1.0,0
3261882,18.55,15.74,13.72,10.9,12.81,7.29,6.088,5.622,0,81.3335669,0,5.488,34.1373356,0,Star,Star,0,STAR,0,,5.335,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.7471603E8,gM7,1.0,0
3261883,17.51,15.46,13.64,11.04,12.73,7.675,6.61,6.193,0,79.4628158,0,6.093,43.6522753,0,Star,Star,0,STAR,0,,6.18,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.07301004E8,gM7,1.0,0
3261884,16.7,14.06,12.33,10.51,11.49,6.835,5.778,5.376,0,311.381364,0,5.283,36.941289,0,Star,Star,0,STAR,0,,5.235,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.73014131E8,gM7,1.0,0
3261885,17.95,15.55,13.1,10.75,12.01,6.504,5.368,4.876,0,72.6419003,0,4.735,45.3911686,0,Star,Star,0,STAR,0,,4.433,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.09103222E8,gM7,1.0,0
3261886,16.14,13.81,11.89,10.1,11.07,6.934,5.891,5.55,0,313.4810389,0,5.421,37.4935794,0,Star,Star,0,STAR,0,,5.45,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.73015045E8,gM7,1.0,0
3261887,19.37,16.45,13.95,11.53,13.05,7.537,6.236,5.727,0,50.215221,0,5.529,54.541359,0,Star,Star,0,STAR,0,,5.305,0,0,gM7,LAMOSTdr6,0,2,0,115743,0.0,2.51102069E8,gM7,1.0,0
3261888,18.05,16.08,13.68,10.92,12.72,7.438,6.413,5.973,0,77.7372153,0,5.823,48.2152969,0,Star,Star,0,STAR,0,,5.649,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.90901052E8,gM7,1.0,0
3261889,16.87,14.6,12.58,10.61,11.7,7.005,6.001,5.625,0,311.2777475,0,5.507,36.0849278,0,Star,Star,0,STAR,0,,5.41,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.7301024E8,gM7,1.0,0
3261890,17.48,14.97,13.15,10.79,12.29,7.737,6.658,6.259,0,312.950673,0,6.165,37.15918,0,Star,Star,0,STAR,0,,6.177,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.73015022E8,gM7,1.0,0
3261894,18.55,16.56,14.42,11.66,13.44,7.754,6.712,6.197,0,297.81323,0,6.098,35.37717,0,Star,Star,0,STAR,0,,5.97,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.69802092E8,gM7,1.0,0
3261895,20.14,17.97,15.2,12.41,14.3,8.705,7.4,6.871,0,308.137297,0,6.554,34.876273,0,Star,Star,0,STAR,0,,6.695,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.70910039E8,gM7,1.0,0
3261897,18.82,16.6,14.59,11.79,13.67,8.261,7.113,6.619,0,299.799086,0,6.441,32.801964,0,Star,Star,0,STAR,0,,6.585,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.69516165E8,gM7,1.0,0
3261900,16.26,14.75,12.76,10.48,11.81,6.69,5.604,5.161,0,99.1735967,0,5.022,1.8084742,0,Star,Star,0,STAR,0,,4.918,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.85404157E8,gM7,1.0,0
3261901,17.73,15.53,13.25,10.43,12.32,6.664,5.575,5.128,0,88.4608053,0,4.889,21.7525219,0,Star,Star,0,STAR,0,,4.715,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.47513116E8,gM7,1.0,0
3261902,20.63,17.89,15.4,12.59,14.48,8.715,7.466,6.925,0,323.743018,0,6.612,51.78828,0,Star,Star,0,STAR,0,,6.8,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.74701132E8,gM7,1.0,0
3261903,15.77,13.37,11.67,10.49,10.94,5.903,4.914,4.431,0,97.6680311,0,4.333,2.5721783,0,Star,Star,0,STAR,0,,4.183,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.82112036E8,gM7,1.0,0
3261907,18.73,16.64,13.7,10.63,12.73,6.665,5.401,4.849,0,301.781431,0,4.67,27.102144,0,Star,Star,0,STAR,0,,4.388,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.61509096E8,gM7,1.0,0
3261910,18.13,15.85,13.37,11.16,12.39,6.374,5.185,4.69,0,295.7072672,0,4.519,26.9909844,0,Star,Star,0,STAR,0,,4.193,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.69007059E8,gM7,1.0,0
3261911,18.66,15.54,13.15,10.94,12.2,7.339,6.11,5.632,0,93.9610444,0,5.461,18.5790247,0,Star,Star,0,STAR,0,,5.291,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.55308106E8,gM7,1.0,0
3261912,16.96,14.85,12.59,10.32,11.57,6.819,5.796,5.332,0,14.504635,0,5.144,59.556404,0,Star,Star,0,STAR,0,,4.937,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.69311038E8,gM7,1.0,0
3261913,18.51,16.14,13.92,11.37,13.01,8.115,7.083,6.608,0,85.7393889,0,6.497,37.9722897,0,Star,Star,0,STAR,0,,6.54,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.97011215E8,gM7,1.0,0
3261915,16.74,14.99,13.05,10.74,12.03,6.793,5.787,5.398,0,300.3624233,0,5.206,21.264665,0,Star,Star,0,STAR,0,,5.028,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.77010045E8,gM7,1.0,0
3261916,18.02,15.58,13.69,11.53,12.8,8.28,7.234,6.836,0,301.1137475,0,6.714,22.6304667,0,Star,Star,0,STAR,0,,6.839,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.77003219E8,gM7,1.0,0
3261917,17.85,15.42,13.63,11.33,12.76,8.295,7.281,6.873,0,300.7634339,0,6.688,22.8869011,0,Star,Star,0,STAR,0,,6.879,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.77014087E8,gM7,1.0,0
3261918,17.5,15.35,12.51,10.4,11.56,7.405,6.338,5.964,0,102.5416453,0,5.662,8.6770903,0,Star,Star,0,STAR,0,,5.444,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.1591523E8,gM7,1.0,0
3261919,17.23,15.14,13.25,10.85,12.28,7.107,6.031,5.618,0,89.3842856,0,5.435,17.3277792,0,Star,Star,0,STAR,0,,5.212,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.43704248E8,gM7,1.0,0
3261920,20.93,18.1,15.0,12.26,14.22,8.184,6.684,6.082,0,308.627784,0,5.777,44.347462,0,Star,Star,0,STAR,0,,5.723,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.5391514E8,gM7,1.0,0
3261921,17.47,15.54,13.32,10.96,12.37,6.996,5.877,5.448,0,93.2272889,0,5.145,25.0290583,0,Star,Star,0,STAR,0,,4.832,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.48603199E8,gM7,1.0,0
3261922,18.37,15.92,13.8,11.15,12.86,7.479,6.268,5.786,0,82.7354281,0,5.602,36.8722575,0,Star,Star,0,STAR,0,,5.568,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.55013234E8,gM7,1.0,0
3261924,18.52,16.76,14.33,11.58,13.38,8.276,7.202,6.782,0,323.7052867,0,6.49,47.2540283,0,Star,Star,0,STAR,0,,6.358,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.53202216E8,gM7,1.0,0
3261925,18.24,16.45,14.35,11.68,13.42,8.227,7.165,6.785,0,329.4676817,0,6.627,48.7352306,0,Star,Star,0,STAR,0,,6.673,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.03405182E8,gM7,1.0,0
3261926,18.92,15.74,13.63,11.18,12.71,7.986,6.846,6.328,0,92.8214214,0,6.194,18.6043175,0,Star,Star,0,STAR,0,,6.149,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.55305043E8,gM7,1.0,0
3261927,18.4,15.79,13.67,11.2,12.78,8.051,6.948,6.574,0,296.1815467,0,6.396,29.1353919,0,Star,Star,0,STAR,0,,6.44,0,0,gM7,LAMOSTdr6,0,2,0,127491,0.0,4.6131314E8,gM7,1.0,0
3261929,17.79,15.62,13.44,10.99,12.55,7.785,6.709,6.283,0,300.4962678,0,6.098,33.5557878,0,Star,Star,0,STAR,0,,6.11,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.73911172E8,gM7,1.0,0
3261930,16.49,14.79,13.08,10.67,12.18,7.437,6.468,6.068,0,101.7253758,0,6.049,11.9331989,0,Star,Star,0,STAR,0,,5.918,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.36503184E8,gM7,1.0,0
3261931,16.17,14.49,12.5,10.07,11.54,6.196,5.219,4.813,0,301.4411489,0,4.566,33.2728261,0,Star,Star,0,STAR,0,,4.546,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.73911207E8,gM7,1.0,0
3261933,19.1,16.24,14.37,11.77,13.47,8.389,7.241,6.778,0,40.645402,0,6.611,56.855584,0,Star,Star,0,STAR,0,,6.633,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.05512172E8,gM7,1.0,0
3261934,17.44,15.79,13.46,11.29,12.48,7.51,6.496,6.062,0,295.7347153,0,5.899,30.0237672,0,Star,Star,0,STAR,0,,5.883,0,0,gM7,LAMOSTdr6,0,2,0,127404,0.0,4.61312025E8,gM7,1.0,0
3261935,17.12,14.98,13.46,11.29,12.63,8.041,7.065,6.693,0,295.1376931,0,6.56,14.0941347,0,Star,Star,0,STAR,0,,6.726,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.80414209E8,gM7,1.0,0
3261938,19.27,16.58,13.91,11.25,13.03,7.833,6.659,6.199,0,74.9041325,0,6.046,50.7173153,0,Star,Star,0,STAR,0,,5.869,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.93712156E8,gM7,1.0,0
3261939,19.49,16.07,13.63,11.21,12.83,7.996,6.721,6.23,0,70.2517239,0,6.029,51.2203514,0,Star,Star,0,STAR,0,,6.033,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.9371619E8,gM7,1.0,0
3261940,20.69,17.15,14.54,11.82,13.65,8.448,7.126,6.603,0,315.752733,0,6.207,45.837361,0,Star,Star,0,STAR,0,,6.042,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.87912028E8,gM7,1.0,0
3261941,16.95,14.47,12.63,10.46,11.61,6.237,5.194,4.749,0,351.440393,0,4.684,56.318814,0,Star,Star,0,STAR,0,,4.386,0,0,gM7,LAMOSTdr6,0,,0,,0.0,3.92504063E8,gM7,1.0,0
3261942,17.61,15.73,13.12,10.71,12.16,6.967,5.926,5.456,0,70.8181619,0,5.22,41.7214447,0,Star,Star,0,STAR,0,,4.926,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.03009193E8,gM7,1.0,0
3261943,18.31,16.04,13.91,11.37,13.01,8.206,7.166,6.682,0,101.1024086,0,6.556,7.1317853,0,Star,Star,0,STAR,0,,6.677,0,0,gM7,LAMOSTdr6,0,,0,,0.0,6.15910093E8,gM7,1.0,0
3261945,17.61,15.25,13.4,11.11,12.48,7.839,6.786,6.381,0,309.8791997,0,6.236,34.5746917,0,Star,Star,0,STAR,0,,6.302,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.77105093E8,gM7,1.0,0
3261946,16.94,15.26,13.6,10.99,12.61,7.075,6.117,5.72,0,295.023977,0,5.539,13.47092,0,Star,Star,0,STAR,0,,5.395,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.80414198E8,gM7,1.0,0
3261948,17.46,15.6,13.63,10.77,12.67,7.256,6.252,5.808,0,313.0063111,0,5.752,36.9347311,0,Star,Star,0,STAR,0,,5.577,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.7711318E8,gM7,1.0,0
3261950,17.51,15.21,13.68,11.62,12.8,8.292,7.285,6.913,0,286.7279425,0,6.758,17.8031544,0,Star,Star,0,STAR,0,,6.904,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.7961211E8,gM7,1.0,0
3261952,19.33,16.49,14.15,11.63,13.26,8.109,6.93,6.472,0,302.295408,0,6.278,37.44974,0,Star,Star,0,STAR,0,,6.401,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.69813217E8,gM7,1.0,0
3261953,19.07,16.22,13.86,11.19,12.94,7.53,6.325,5.818,0,302.9062328,0,5.651,29.4090731,0,Star,Star,0,STAR,0,,5.616,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.73907133E8,gM7,1.0,0
3261955,16.26,14.25,12.86,10.59,11.83,6.56,5.609,5.189,0,342.388733,0,5.104,55.013381,0,Star,Star,0,STAR,0,,4.869,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.60909011E8,gM7,1.0,0
3261956,17.23,15.11,12.49,10.26,11.62,6.802,5.737,5.249,0,101.3623081,0,5.083,10.0938675,0,Star,Star,0,STAR,0,,4.854,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.36502122E8,gM7,1.0,0
3261957,19.72,17.06,14.21,11.36,13.29,7.622,6.459,5.939,0,99.329483,0,5.818,0.282147,0,Star,Star,0,STAR,0,,5.565,0,0,gM7,LAMOSTdr6,0,,0,,0.0,2.65714009E8,gM7,1.0,0
3261958,18.13,16.4,14.53,11.82,13.54,8.47,7.42,6.986,0,322.136941,0,6.807,45.903814,0,Star,Star,0,STAR,0,,6.836,0,0,gM7,LAMOSTdr6,0,,0,,0.0,4.7631404E8,gM7,1.0,0
3261959,19.24,16.44,14.17,11.64,13.28,8.255,7.16,6.737,0,41.215223,0,6.568,55.470951,0,Star,Star,0,STAR,0,,6.491,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.23106043E8,gM7,1.0,0
3261960,17.45,15.18,13.39,11.2,12.52,8.145,7.132,6.789,0,295.080419,0,6.638,13.027533,0,Star,Star,0,STAR,0,,6.818,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.80410025E8,gM7,1.0,0
3261962,16.36,14.32,12.95,10.79,11.95,7.469,6.536,6.166,0,296.7697289,0,6.068,15.5553267,0,Star,Star,0,STAR,0,,5.939,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.80411004E8,gM7,1.0,0
3261963,17.59,14.7,12.49,10.51,11.66,6.699,5.555,5.106,0,279.094818,0,4.963,2.735588,0,Star,Star,0,STAR,0,,4.87,0,0,gM7,LAMOSTdr6,0,2,0,131003,0.0,5.82007213E8,gM7,1.0,0
3261964,17.74,15.85,13.45,11.06,12.51,7.562,6.542,6.099,0,294.88097,0,6.007,13.809135,0,Star,Star,0,STAR,0,,5.953,0,0,gM7,LAMOSTdr6,0,,0,,0.0,5.804142E8,gM7,1.0,0
